Site,URLS,URL,Country,OpenAI,Google AI,Common Crawl,OAI-SearchBot,ChatGPT-User,GPTBot,PerplexityBot
MinnPost,minnpost.com,minnpost.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
Mission Local,missionlocal.org,missionlocal.org,🇺🇸,,,,,🙅,🙅,🙅
Missouri Independent,https://missouriindependent.com,https://missouriindependent.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
MIT Technology Review,technologyreview.com,technologyreview.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,
"Modesto Bee, The",https://www.modbee.com,https://www.modbee.com,🇺🇸,🙅,,🙅,,🙅,🙅,🙅
National Geographic,https://www.nationalgeographic.com,https://www.nationalgeographic.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
New Hampshire Public Radio,https://www.nhpr.org,https://www.nhpr.org,🇺🇸,🙅,🙅,,,🙅,🙅,
Netwerk24,https://www.netwerk24.com,https://www.netwerk24.com,🇿🇦,🙅,🙅,🙅,,🙅,🙅,🙅
"News And Observer, The",https://www.newsobserver.com,https://www.newsobserver.com,🇺🇸,🙅,,🙅,,🙅,🙅,🙅
New York,https://nymag.com,https://nymag.com,🇺🇸,,,🙅,,🙅,,🙅
"News Tribune, The",https://www.thenewstribune.com,https://www.thenewstribune.com,🇺🇸,🙅,,🙅,,🙅,🙅,🙅
Newsweek,https://www.newsweek.com,https://www.newsweek.com,🇺🇸,🙅,,🙅,,🙅,🙅,🙅
news24,https://www.news24.com,https://www.news24.com,🇿🇦,🙅,🙅,🙅,,🙅,🙅,🙅
NPR,npr.org,npr.org,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
Objective,https://objectivejournalism.org,https://objectivejournalism.org,🇺🇸,🙅,🙅,🙅,,🙅,🙅,
"Oaklandside, The",https://oaklandside.org/,https://oaklandside.org,🇺🇸,🙅,🙅,🙅,,🙅,,🙅
"Olympian, The",https://www.theolympian.com,https://www.theolympian.com,🇺🇸,🙅,,🙅,,🙅,🙅,🙅
Oregon Capital Chronicle,https://oregoncapitalchronicle.com,https://oregoncapitalchronicle.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
Prism,ourprism.org,ourprism.org,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
Quartz,https://qz.com,https://qz.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
Rest of World,https://restofworld.org,https://restofworld.org,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
Repubblica,https://www.repubblica.it,https://www.repubblica.it,🇮🇹,🙅,🙅,🙅,,🙅,🙅,
Root,https://www.theroot.com,https://www.theroot.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
RFI,https://www.rfi.fr,https://www.rfi.fr,🇫🇷,🙅,🙅,🙅,,🙅,🙅,
Ringer,https://www.theringer.com,https://www.theringer.com,🇺🇸,,🙅,🙅,,🙅,,🙅
Sacramento Bee,https://www.sacbee.com,https://www.sacbee.com,🇺🇸,🙅,,🙅,,🙅,🙅,🙅
RTE,https://www.rte.ie,https://www.rte.ie,🇮🇪,🙅,🙅,🙅,,🙅,🙅,
Sahan Journal,sahanjournal.com,sahanjournal.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
SB Nation,https://www.sbnation.com,https://www.sbnation.com,🇺🇸,,🙅,🙅,,🙅,,🙅
Source New Mexico,https://sourcenm.com,https://sourcenm.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
St. Louis Public Radio,https://www.stlpr.org,https://www.stlpr.org,🇺🇸,🙅,🙅,,,🙅,🙅,
Sowetan,https://www.sowetanlive.co.za,https://www.sowetanlive.co.za,🇿🇦,🙅,🙅,,,🙅,🙅,🙅
"State, The",https://www.thestate.com,https://www.thestate.com,🇺🇸,🙅,,🙅,,🙅,🙅,🙅
Sun Herald,https://www.sunherald.com,https://www.sunherald.com,🇺🇸,🙅,,🙅,,🙅,🙅,🙅
Stern,stern.de,stern.de,🇩🇪,🙅,🙅,🙅,,🙅,🙅,
Sun News,https://www.myrtlebeachonline.com,https://www.myrtlebeachonline.com,🇺🇸,🙅,,🙅,,🙅,🙅,🙅
TechCrunch,https://techcrunch.com,https://techcrunch.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,
"Telegraph, The",https://www.macon.com,https://www.macon.com,🇺🇸,🙅,,🙅,,🙅,🙅,🙅
"Telegraph, The",https://www.macon.com,https://www.macon.com,🇬🇧,🙅,🙅,,,🙅,🙅,🙅
Tri-City Herald,https://www.tri-cityherald.com,https://www.tri-cityherald.com,🇺🇸,🙅,,🙅,,🙅,🙅,🙅
Tiempo,https://www.eltiempo.com,https://www.eltiempo.com,🇨🇴,🙅,🙅,🙅,,🙅,🙅,🙅
TimesLIVE,https://www.timeslive.co.za,https://www.timeslive.co.za,🇿🇦,🙅,🙅,,,🙅,🙅,🙅
"Tribune, The",https://www.sanluisobispo.com,https://www.sanluisobispo.com,🇺🇸,🙅,,🙅,,🙅,🙅,🙅
U.S. News & World Report,usnews.com,usnews.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
VT Digger,vtdigger.org,vtdigger.org,🇺🇸,,,,,🙅,🙅,🙅
Verge,https://www.theverge.com,https://www.theverge.com,🇺🇸,,🙅,🙅,,🙅,,🙅
Vox,https://www.vox.com,https://www.vox.com,🇺🇸,,🙅,🙅,,🙅,,🙅
Washington Post,https://www.washingtonpost.com,https://www.washingtonpost.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
Vulture,https://www.vulture.com,https://www.vulture.com,🇺🇸,,,🙅,,🙅,,🙅
Wichita Eagle,https://www.kansas.com,https://www.kansas.com,🇺🇸,🙅,,🙅,,🙅,🙅,🙅
WRAL,http://www.wral.com,http://www.wral.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
Yahoo Finance,https://finance.yahoo.com,https://finance.yahoo.com,🇺🇸,🙅,🙅,🙅,,🙅,🙅,🙅
Yomiuri shinbun,https://www.yomiuri.co.jp,https://www.yomiuri.co.jp,🇯🇵,🙅,🙅,🙅,,🙅,🙅,🙅
6 News WOWT,https://www.wowt.com,https://www.wowt.com,🇺🇸,,,,,,,🙅
Alaska’s News Source,https://www.alaskasnewssource.com,https://www.alaskasnewssource.com,🇺🇸,,,,,,,🙅
Ames Tribune,https://www.amestrib.com,https://www.amestrib.com,🇺🇸,🙅,🙅,🙅,,,,
Bloomberg Law,news.bloomberglaw.com,news.bloomberglaw.com,🇺🇸,🙅,,,,,🙅,
Bucks County Courier Times,https://www.phillyburbs.com,https://www.phillyburbs.com,🇺🇸,🙅,🙅,🙅,,,,
CBS46,https://www.atlantanewsfirst.com,https://www.atlantanewsfirst.com,🇺🇸,,,,,,,🙅
CBS7,https://www.firstalert7.com,https://www.firstalert7.com,🇺🇸,,,,,,,🙅
Chicago Sun-Times,https://chicago.suntimes.com,https://chicago.suntimes.com,🇺🇸,,,,,,,
Cicero Independiente,https://www.ciceroindependiente.com,https://www.ciceroindependiente.com,🇺🇸,,,,,,,
CivicLex,https://civiclex.org,https://civiclex.org,🇺🇸,,,,,,,
CNN,https://www.cnn.com,https://www.cnn.com,🇺🇸,,,,,,,
Crónica,cronica.com.ar,cronica.com.ar,🇦🇷,,,,,,,
Daily Mail,https://www.dailymail.co.uk,https://www.dailymail.co.uk,🇬🇧,🙅,,,,,,
Dallas County News,https://www.desmoinesregister.com,https://www.desmoinesregister.com,🇺🇸,🙅,🙅,🙅,,,,
"Desert Sun, The",https://www.desertsun.com,https://www.desertsun.com,🇺🇸,🙅,🙅,🙅,,,,
Fox 12 Oregon,https://www.kptv.com,https://www.kptv.com,🇺🇸,,,,,,,🙅
FRANCE 24,https://www.france24.com,https://www.france24.com,🇫🇷,🙅,🙅,🙅,,,,
Huffington Post,https://www.huffpost.com,https://www.huffpost.com,🇺🇸,🙅,🙅,🙅,,,,
i,https://inews.co.uk,https://inews.co.uk,🇬🇧,🙅,,,,,,
Intercept,https://theintercept.com,https://theintercept.com,🇺🇸,🙅,🙅,🙅,,,,
KCRG,https://www.kcrg.com,https://www.kcrg.com,🇺🇸,,,,,,,🙅
Le Soir,https://www.lesoir.be,https://www.lesoir.be,🇧🇪,🙅,🙅,🙅,,,,🙅
L’Obs,nouvelobs.com,nouvelobs.com,🇫🇷,,,,,,,
MSN,https://www.msn.com,https://www.msn.com,🇺🇸,,,,,,,
New Scientist,https://www.newscientist.com,https://www.newscientist.com,🇬🇧,🙅,,,,,,
News 12 NBC 26,https://www.wrdw.com,https://www.wrdw.com,🇺🇸,,,,,,,🙅
NHK,https://www3.nhk.or.jp,https://www3.nhk.or.jp,🇯🇵,,,,,,,
Portland Mercury,portlandmercury.com,portlandmercury.com,🇺🇸,,,,,,,
Slate,slate.com,slate.com,🇺🇸,,,,,,,
Strikewave,https://www.thestrikewave.com,https://www.thestrikewave.com,🇺🇸,,,,,,,
Texas Monthly,https://www.texasmonthly.com,https://www.texasmonthly.com,🇺🇸,,,,,,,
WALB News 10,https://www.walb.com,https://www.walb.com,🇺🇸,,,,,,,🙅
WAVE,https://www.wave3.com,https://www.wave3.com,🇺🇸,,,,,,,🙅
WBEZ,https://www.wbez.org,https://www.wbez.org,🇺🇸,,,,,,,
WBRC FOX6 News,https://www.wbrc.com,https://www.wbrc.com,🇺🇸,,,,,,,🙅
WBTV,https://www.wbtv.com,https://www.wbtv.com,🇺🇸,,,,,,,🙅
WBUR,https://www.wbur.org,https://www.wbur.org,🇺🇸,,,,,,,
WKYT,https://www.wkyt.com,https://www.wkyt.com,🇺🇸,,,,,,,🙅
WTOC,https://www.wtoc.com,https://www.wtoc.com,🇺🇸,,,,,,,🙅
WTVM News Leader 9,https://www.wtvm.com,https://www.wtvm.com,🇺🇸,,,,,,,🙅
100 Days in Appalachia,https://www.100daysinappalachia.com,https://www.100daysinappalachia.com,🇺🇸,,,,,,,
100Reporters,http://100r.org,http://100r.org,🇺🇸,,,,,,,
11Alive News,https://www.11alive.com/,https://www.11alive.com,🇺🇸,,,,,,,
12 News Now,https://www.12newsnow.com/,https://www.12newsnow.com,🇺🇸,,,,,,,
13WMAZ News,https://www.13wmaz.com/,https://www.13wmaz.com,🇺🇸,,,,,,,
19th,https://19thnews.org,https://19thnews.org,🇺🇸,,,,,,,
1News,https://www.1news.co.nz,https://www.1news.co.nz,🇳🇿,🙅,,🙅,,,🙅,
404 Media,https://www.404media.co,https://www.404media.co,🇺🇸,🙅,,,,,🙅,
6abc,https://6abc.com,https://6abc.com,🇺🇸,🙅,🙅,,,,🙅,
74th,https://www.the74million.org/,https://www.the74million.org,🇺🇸,,,,,,,
9NEWS Denver,https://www.9news.com/,https://www.9news.com,🇺🇸,,,,,,,
9to5Mac,https://9to5mac.com,https://9to5mac.com,🇺🇸,,,,,,,
ABC News,https://abcnews.go.com,https://abcnews.go.com,🇺🇸,🙅,🙅,,,,🙅,
ABC News,https://abcnews.go.com,https://abcnews.go.com,🇦🇺,🙅,🙅,,,,🙅,
ABC15 Arizona,https://www.abc15.com,https://www.abc15.com,🇺🇸,🙅,🙅,,,,🙅,
ABC7,https://abc7.com,https://abc7.com,🇺🇸,🙅,🙅,,,,🙅,
ABC7 News,https://abc7news.com,https://abc7news.com,🇺🇸,🙅,🙅,,,,🙅,
Above the Law,https://abovethelaw.com/,https://abovethelaw.com,🇺🇸,,,,,,,
AeroTime Hub,https://www.aerotime.aero,https://www.aerotime.aero,🇺🇸,,,,,,,
Aftenposten,aftenposten.no,aftenposten.no,🇳🇴,🙅,,🙅,,,🙅,
Aftermath,https://aftermath.site,https://aftermath.site,🇺🇸,,,,,,,
Agência Amazônia,agenciaamazonia.com.br,agenciaamazonia.com.br,🇧🇷,,,,,,,
Agência Brasil,agenciabrasil.ebc.com.br,agenciabrasil.ebc.com.br,🇧🇷,,,,,,,
Airline Reporter,airlinereporter.com,airlinereporter.com,🇺🇸,,,,,,,
Al Dia Dallas,aldiadallas.com,aldiadallas.com,🇺🇸,🙅,🙅,,,,🙅,
Alabama Public Radio,https://www.apr.org,https://www.apr.org,🇺🇸,,,,,,,
Alabama Reporter,https://www.alreporter.com,https://www.alreporter.com,🇺🇸,,,,,,,
Albuquerque Business First,https://www.bizjournals.com,https://www.bizjournals.com,🇺🇸,🙅,🙅,🙅,,,,
Alligator,alligator.org,alligator.org,🇺🇸,,,,,,,
AlterNet,https://www.alternet.org,https://www.alternet.org,🇺🇸,🙅,,🙅,,,🙅,🙅
amaBhungane,https://amabhungane.org,https://amabhungane.org,🇿🇦,,,,,,,
American Prospect,https://prospect.org,https://prospect.org,🇺🇸,🙅,,,,,🙅,
Anchorage Daily News,http://www.adn.com,http://www.adn.com,🇺🇸,🙅,,,,,🙅,
Animal Político,animalpolitico.com,animalpolitico.com,🇲🇽,,,,,,,
Annapurna Post,annapurnapost.com,annapurnapost.com,🇳🇵,,,,,,,
Appeal,https://theappeal.org,https://theappeal.org,🇺🇸,,,,,,,
Aristegui Noticias,https://editorial.aristeguinoticias.com,https://editorial.aristeguinoticias.com,🇲🇽,,,🙅,,,,
Arizona Center for Investigative Reporting,https://azcir.org,https://azcir.org,🇺🇸,,,,,,,
Arkansas Business,https://www.arkansasbusiness.com,https://www.arkansasbusiness.com,🇺🇸,,,,,,,
Arkansas Democrat Gazette,arkansasonline.com,arkansasonline.com,🇺🇸,🙅,🙅,🙅,,,🙅,
Arkansas Nonprofit News Network,arknews.org,arknews.org,🇺🇸,,,,,,,
Ars Technica,https://arstechnica.com,https://arstechnica.com,🇺🇸,,🙅,🙅,,,,🙅
Artha Sarokar,https://arthasarokar.com,https://arthasarokar.com,🇳🇵,,,,,,,
Asheville Watchdog,https://avlwatchdog.org,https://avlwatchdog.org,🇺🇸,,,,,,,
Ashland.news,https://ashland.news,https://ashland.news,🇺🇸,,,,,,,
Aspen Journalism,https://aspenjournalism.org,https://aspenjournalism.org,🇺🇸,,,,,,,
Aspen Public Radio,https://www.aspenpublicradio.org,https://www.aspenpublicradio.org,🇺🇸,,,,,,,
Aspen Times,aspentimes.com,aspentimes.com,🇺🇸,,,,,,,
Associated Press,https://apnews.com,https://apnews.com,🇺🇸,🙅,,🙅,,,🙅,🙅
Atlanta Civic Circle,https://atlantaciviccircle.org,https://atlantaciviccircle.org,🇺🇸,,,,,,,
Atlanta Journal-Constitution,https://www.ajc.com,https://www.ajc.com,🇺🇸,,,,,,,
Atlantic,https://www.theatlantic.com,https://www.theatlantic.com,🇺🇸,,🙅,🙅,,,,🙅
Austin Chronicle,austinchronicle.com,austinchronicle.com,🇺🇸,,,,,,,
Austin Weekly News,https://growingcommunitymedia.org,https://growingcommunitymedia.org,🇺🇸,,,,,,,
Aviation Herald,https://avherald.com,https://avherald.com,🇦🇹,,,,,,,
Aviation International News,ainonline.com,ainonline.com,🇺🇸,,,,,,,
Aviation Week,https://aviationweek.com,https://aviationweek.com,🇺🇸,,,,,,,
Baahrakhari,baahrakhari.com,baahrakhari.com,🇳🇵,,,,,,,
Babylon Bee,babylonbee.com,babylonbee.com,🇺🇸,,,,,,,
Badger Project,https://thebadgerproject.org,https://thebadgerproject.org,🇺🇸,,,,,,,
Baffler,https://thebaffler.com,https://thebaffler.com,🇺🇸,,,,,,,
Baltimore Beat,https://baltimorebeat.com,https://baltimorebeat.com,🇺🇸,,,,,,,
Baltimore Business Journal,bizjournals.com/baltimore,bizjournals.com/baltimore,🇺🇸,🙅,🙅,🙅,,,🙅,
Baltimore Fishbowl,https://baltimorefishbowl.com,https://baltimorefishbowl.com,🇺🇸,,,,,,,
Baltimore Magazine,https://www.baltimoremagazine.com,https://www.baltimoremagazine.com,🇺🇸,,,,,,,
Bangor Daily News,https://www.bangordailynews.com,https://www.bangordailynews.com,🇺🇸,🙅,,🙅,,,🙅,
Bay Nature,https://baynature.org,https://baynature.org,🇺🇸,,,,,,,
Beaumont Enterprise,https://www.beaumontenterprise.com,https://www.beaumontenterprise.com,🇺🇸,,,🙅,,,,
Belfast News Letter,https://www.newsletter.co.uk,https://www.newsletter.co.uk,🇬🇧,,,,,,,
Bellingcat,https://www.bellingcat.com,https://www.bellingcat.com,🇬🇧,,,,,,,
Belt Magazine,https://beltmag.com,https://beltmag.com,🇺🇸,,,,,,,
Bergens Tidende,https://www.bt.no,https://www.bt.no,🇳🇴,🙅,,🙅,,,🙅,
Better Government Association,https://www.bettergov.org,https://www.bettergov.org,🇺🇸,,,,,,,
Bild,https://www.bild.de,https://www.bild.de,🇩🇪,🙅,🙅,🙅,,,🙅,
Billy Penn,https://billypenn.com,https://billypenn.com,🇺🇸,,,,,,,
BirminghamWatch,https://birminghamwatch.org,https://birminghamwatch.org,🇺🇸,,,,,,,
Bklyner,https://bklyner.com,https://bklyner.com,🇺🇸,,,,,,,
Blaze,https://www.theblaze.com,https://www.theblaze.com,🇺🇸,,,,,,,
Bleacher Report,https://bleacherreport.com,https://bleacherreport.com,🇺🇸,🙅,🙅,🙅,,,🙅,
BleepingComputer,bleepingcomputer.com,bleepingcomputer.com,🇺🇸,,,🙅,,,,
Block,blockclubchicago.org,blockclubchicago.org,🇺🇸,,,,,,,
Block Club Chicago,https://blockclubchicago.org,https://blockclubchicago.org,🇺🇸,,,,,,,
Bloomberg,https://www.bloomberg.com,https://www.bloomberg.com,🇺🇸,🙅,🙅,🙅,,,🙅,
Bloomberg Japan,https://www.bloomberg.co.jp,https://www.bloomberg.co.jp,🇯🇵,🙅,🙅,🙅,,,🙅,
Boing Boing,boingboing.net,boingboing.net,🇺🇸,,,,,,,
Bon Appetit,https://www.bonappetit.com,https://www.bonappetit.com,🇺🇸,,🙅,🙅,,,,🙅
Bongino Report,http://bonginoreport.com,http://bonginoreport.com,🇺🇸,,,,,,,
Borderless,borderlessmag.org,borderlessmag.org,🇺🇸,,,,,,,
Boston Business Journal,bizjournals.com/boston,bizjournals.com/boston,🇺🇸,🙅,🙅,🙅,,,🙅,
Boston Institute for Nonprofit Journalism,https://binj.news,https://binj.news,🇺🇸,,,,,,,
Breckenridge Texan,https://breckenridgetexan.com,https://breckenridgetexan.com,🇺🇸,,,,,,,
Breitbart,https://www.breitbart.com,https://www.breitbart.com,🇺🇸,,,,,,,
Brooklyn Paper,https://www.brooklynpaper.com,https://www.brooklynpaper.com,🇺🇸,,,,,,,
Bulwark,thebulwark.com,thebulwark.com,🇺🇸,,,,,,,
Cadena SER,cadenaser.com,cadenaser.com,🇪🇸,,,,,,,
Calcalist,calcalist.co.il,calcalist.co.il,🇮🇱,,,,,,,
Calgary Herald,https://calgaryherald.com,https://calgaryherald.com,🇨🇦,,,,,,,
Calmatters,https://calmatters.org,https://calmatters.org,🇺🇸,🙅,🙅,🙅,,,🙅,
Canopy Atlanta,https://canopyatlanta.org,https://canopyatlanta.org,🇺🇸,,,,,,,
Capital & Main,https://capitalandmain.com,https://capitalandmain.com,🇺🇸,,,,,,,
Capital B Atlanta,https://atlanta.capitalbnews.org,https://atlanta.capitalbnews.org,🇺🇸,,,,,,,
Capital News Service,cnsmaryland.org,cnsmaryland.org,🇺🇸,,,,,,,
Capitol News Illinois,https://capitolnewsillinois.com/,https://capitolnewsillinois.com/,🇺🇸,,,,,,🙅,
CapRadio,http://www.capradio.org,http://www.capradio.org,🇺🇸,,,,,,,
Carolina Public Press,https://carolinapublicpress.org,https://carolinapublicpress.org,🇺🇸,,,,,,,
CBS 17,https://www.cbs17.com,https://www.cbs17.com,🇺🇸,🙅,🙅,🙅,,,🙅,🙅
CBS Chicago,https://www.cbsnews.com,https://www.cbsnews.com,🇺🇸,🙅,,,,,,
CBS News,cbsnews.com,cbsnews.com,🇺🇸,🙅,,,,,🙅,
Cedar Rapids Gazette,https://www.thegazette.com,https://www.thegazette.com,🇺🇸,🙅,🙅,🙅,,,🙅,
Center for Public Integrity,https://publicintegrity.org,https://publicintegrity.org,🇺🇸,,,,,,,
Centro de Periodismo Investigativo,https://periodismoinvestigativo.com,https://periodismoinvestigativo.com,🇺🇸,,,,,,,
Chalkbeat,https://www.chalkbeat.org,https://www.chalkbeat.org,🇺🇸,,,,,,,
Charlie Hebdo,charliehebdo.fr,charliehebdo.fr,🇫🇷,,,,,,,
Chequeado,https://chequeado.com,https://chequeado.com,🇦🇷,,,,,,,
Chess.com,https://www.chess.com,https://www.chess.com,🇺🇸,,,,,,,
ChessBase,https://en.chessbase.com,https://en.chessbase.com,🇩🇪,,,,,,,
Chicago Reporter,https://www.chicagoreporter.com,https://www.chicagoreporter.com,🇺🇸,,,,,,,
China Times,https://www.chinatimes.com,https://www.chinatimes.com,🇹🇼,,,,,,,
Christianity Today,https://www.christianitytoday.com,https://www.christianitytoday.com,🇺🇸,,,,,,,
City & State New York,cityandstateny.com,cityandstateny.com,🇺🇸,🙅,,,,,🙅,
City Limits,citylimits.org,citylimits.org,🇺🇸,,,,,,,
Civio,https://civio.es,https://civio.es,🇪🇸,,,,,,,
Clarín,https://www.clarin.com,https://www.clarin.com,🇦🇷,,,,,,,
CNET,https://www.cnet.com,https://www.cnet.com,🇺🇸,,,,,,,
Colorado News Collaborative,https://colabnews.co,https://colabnews.co,🇺🇸,,,,,,,
Colorado Public Radio,https://www.cpr.org,https://www.cpr.org,🇺🇸,,,,,,,
Colorado Sun,https://coloradosun.com,https://coloradosun.com,🇺🇸,,,,,,,
Columbia Journalism Review,http://www.cjr.org,http://www.cjr.org,🇺🇸,,,,,,,
Common Dreams,https://www.commondreams.org,https://www.commondreams.org,🇺🇸,,,,,,,
Connecticut Mirror,https://ctmirror.org,https://ctmirror.org,🇺🇸,,,,,,,
Connecticut Post,https://www.ctpost.com,https://www.ctpost.com,🇺🇸,,,🙅,,,,
Connecticut Public,https://www.ctpublic.org,https://www.ctpublic.org,🇺🇸,,,,,,,
Cook Political Report,cookpolitical.com,cookpolitical.com,🇺🇸,,,,,,,
Correio Braziliense,https://www.correiobraziliense.com.br,https://www.correiobraziliense.com.br,🇧🇷,,,,,,,
Corriere della Sera,https://www.corriere.it,https://www.corriere.it,🇮🇹,🙅,🙅,🙅,,,🙅,
CQ,https://info.cq.com,https://info.cq.com,🇺🇸,,,,,,,
Cronista,cronista.com,cronista.com,🇦🇷,,,,,,,
CTV News,http://www.ctvnews.ca,http://www.ctvnews.ca,🇨🇦,,,,,,,
Cuestion Publica,https://cuestionpublica.com,https://cuestionpublica.com,🇨🇴,,,,,,,
Dagbladet,https://www.dagbladet.no,https://www.dagbladet.no,🇳🇴,🙅,🙅,🙅,,,🙅,
Dagens Næringsliv,https://www.dn.no,https://www.dn.no,🇳🇴,🙅,,,,,🙅,
Dagsavisen,dagsavisen.no,dagsavisen.no,🇳🇴,,,,,,,
Daily Beast,https://www.thedailybeast.com,https://www.thedailybeast.com,🇺🇸,,,,,,,
Daily Caller,https://dailycaller.com,https://dailycaller.com,🇺🇸,🙅,,,,,🙅,
Daily Climate,https://www.dailyclimate.org,https://www.dailyclimate.org,🇺🇸,,,,,,,
Daily Echo,https://www.dailyecho.co.uk,https://www.dailyecho.co.uk,🇬🇧,🙅,,,,,🙅,🙅
Daily Herald,https://www.heraldscotland.com,https://www.heraldscotland.com,🇺🇸,,,,,,🙅,🙅
Daily Herald,https://www.heraldscotland.com,https://www.heraldscotland.com,🇬🇧,🙅,,,,,🙅,🙅
Daily Kos,dailykos.com,dailykos.com,🇺🇸,🙅,,,,,🙅,
Daily Maverick,https://www.dailymaverick.co.za,https://www.dailymaverick.co.za,🇿🇦,,,,,,,
Daily Penn,https://www.thedp.com/,https://www.thedp.com,🇺🇸,,,,,,,
Daily Tarheel,https://www.dailytarheel.com/,https://www.dailytarheel.com,🇺🇸,,,,,,,
Dainik Jagram,https://www.jagran.com,https://www.jagran.com,🇮🇳,,,,,,,
Dallas Business Journal,bizjournals.com/dallas,bizjournals.com/dallas,🇺🇸,🙅,🙅,🙅,,,🙅,
Dallas Free Press,https://dallasfreepress.com,https://dallasfreepress.com,🇺🇸,,,,,,,
Dallas Morning News,dallasnews.com,dallasnews.com,🇺🇸,🙅,🙅,,,,🙅,
Deadspin,https://deadspin.com,https://deadspin.com,🇺🇸,🙅,,🙅,,,🙅,
Decision Desk HQ,https://decisiondeskhq.com,https://decisiondeskhq.com,🇺🇸,,,,,,,
Defector,https://defector.com,https://defector.com,🇺🇸,,,,,,,
Delaware Public Media,https://www.delawarepublic.org,https://www.delawarepublic.org,🇺🇸,,,,,,,
Delaware Today,https://delawaretoday.com,https://delawaretoday.com,🇺🇸,,,,,,,
Deming Headlight,https://www.demingheadlight.com,https://www.demingheadlight.com,🇺🇸,,,,,,,
Democracy Now!,http://www.democracynow.org,http://www.democracynow.org,🇺🇸,,,,,,,
Denver7,https://www.denver7.com,https://www.denver7.com,🇺🇸,🙅,🙅,,,,🙅,
Denverite,https://denverite.com,https://denverite.com,🇺🇸,,,,,,,
DePaulia,depauliaonline.com,depauliaonline.com,🇺🇸,,,,,,,
Der Spiegel,https://www.spiegel.de,https://www.spiegel.de,🇩🇪,🙅,🙅,🙅,,,🙅,
Deseret News,https://www.deseret.com,https://www.deseret.com,🇺🇸,🙅,🙅,,,,🙅,
Desert Oracle,https://www.desertoracle.com,https://www.desertoracle.com,🇺🇸,,,,,,,
Devils Lake Journal,https://www.devilslakejournal.com,https://www.devilslakejournal.com,🇺🇸,,,,,,,
"Diamondback, The",https://dbknews.com/,https://dbknews.com,🇺🇸,,,,,,,
Diario de Pernambuco,http://www.diariodepernambuco.com.br,http://www.diariodepernambuco.com.br,🇧🇷,,,,,,,
Diario Popular,https://www.diariopopular.com.ar,https://www.diariopopular.com.ar,🇦🇷,,,,,,,
Dispatch,https://thedispatch.com,https://thedispatch.com,🇺🇸,,,,,,,
Dnyuz,https://dnyuz.com,https://dnyuz.com,🇺🇸,,,,,,,
Door County Knock,https://doorcountyknock.org,https://doorcountyknock.org,🇺🇸,,,,,,,
Drone DJ,https://dronedj.com,https://dronedj.com,🇺🇸,,,,,,,
DW,https://www.dw.com,https://www.dw.com,🇩🇪,,,,,,,
E&E News,https://www.eenews.net,https://www.eenews.net,🇺🇸,,,,,,,
East Lansing Info,eastlansinginfo.news,eastlansinginfo.news,🇺🇸,,,,,,,
Ekantipur,ekantipur.com,ekantipur.com,🇳🇵,,,,,,,
El Paso Matters,https://elpasomatters.org,https://elpasomatters.org,🇺🇸,,,,,,,
El Tímpano,https://www.eltimpano.org,https://www.eltimpano.org,🇺🇸,,,,,,,
El Universal,https://www.eluniversal.com.mx,https://www.eluniversal.com.mx,🇲🇽,,,,,,,
eNCA,https://www.enca.com,https://www.enca.com,🇿🇦,,,,,,,
Engadget,https://www.engadget.com,https://www.engadget.com,🇺🇸,,,,,,,
Epoch Times,https://www.theepochtimes.com,https://www.theepochtimes.com,🇺🇸,,,,,,,
Estado de Minas,https://www.em.com.br,https://www.em.com.br,🇧🇷,,,,,,,
Estadão,https://www.estadao.com.br,https://www.estadao.com.br,🇧🇷,🙅,🙅,,,,🙅,
Evanston RoundTable,https://evanstonroundtable.com,https://evanstonroundtable.com,🇺🇸,🙅,🙅,,,,🙅,
Evening Standard,https://www.standard.co.uk,https://www.standard.co.uk,🇬🇧,,,,,,,
Examination,https://www.theexamination.org,https://www.theexamination.org,🇺🇸,,,,,,,
Excélsior,https://www.excelsior.com.mx,https://www.excelsior.com.mx,🇲🇽,,,,,,,
Eyethu KwaZulu-Natal,eyethunewspaper.co.za,eyethunewspaper.co.za,🇿🇦,,,🙅,,,,
Fairness and Accuracy in Reporting,fair.org,fair.org,🇺🇸,,,,,,,
Fandom,https://www.fandom.com,https://www.fandom.com,🇺🇸,,,,,,,
Fast Company,https://www.fastcompany.com,https://www.fastcompany.com,🇺🇸,,,,,,,
Federalist,thefederalist.com,thefederalist.com,🇺🇸,,,,,,,
